"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","pos2_person_id","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pos1_person_id","pos2_person_id","pos3_person_id","pos4_person_id","pos5_person_id","pos6_person_id","pos7_person_id","pos8_person_id","pos9_person_id","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value"
"FF","2017-04-14","93.5","0.9277","6.4771","Clayton Kershaw",425772,477132,"null","ball",,,,,"12","null","R","R","L","LAD","ARI","B","null","null",0,2,2017,"-0.0980","2.0866","1.3361","3.3820","null","null","null",2,5,"Top","null","null",,,"null",,"170415_034823",,,,,,,"3.3710","1.5350","null","null","null","null","null","6.0451",490240,"null","null","null","null","null","null","null","null","null","54.4566","0.000","0.000","null","null","null","null"
"CU","2017-04-14","73.3","0.5399","6.6368","Clayton Kershaw",425772,477132,"null","called_strike",,,,,"1","null","R","R","L","LAD","ARI","S","null","null",0,1,2017,"0.3441","-1.2949","-0.3197","3.0015","null","null","null",2,5,"Top","null","null",,,518735,,"170415_034801",,,,,,,"3.3710","1.5350","null","null","null","72.0050","2491","5.4740",490240,477132,518735,408236,523253,457759,608369,592808,592626,624577,"55.0251","0.000","0.000","null","null","null","null"
"CU","2017-04-14","72.5","0.6873","6.5974","Clayton Kershaw",425772,477132,"null","called_strike",,,,,"9","null","R","R","L","LAD","ARI","S","null","null",0,0,2017,"0.0046","-1.3031","0.5584","2.1942","null","null","null",2,5,"Top","null","null",,,518735,,"170415_034740",,,,,,,"3.7460","1.5350","null","null","null","70.9430","2515","5.3460",490240,477132,518735,408236,523253,457759,608369,592808,592626,624577,"55.1551","0.000","0.000","null","null","null","null"
"CU","2017-04-14","73.9","0.5210","6.6890","Clayton Kershaw",605113,477132,"strikeout","called_strike",,,,,"2","Nick Ahmed called out on strikes.  ","R","R","L","LAD","ARI","S","null","null",1,2,2017,"0.0939","-1.2586","0.0528","3.5769","null","null","null",1,5,"Top","null","null",,,518735,,"170415_034700",,,,,,,"3.5872","1.8364","null","null","null","72.3320","2556","5.4200",490240,477132,518735,408236,523253,457759,608369,592808,592626,624577,"55.0808","0.000","0.000","0.00",1,0,0
"FF","2017-04-14","93.4","1.1499","6.4292","Clayton Kershaw",605113,477132,"null","swinging_strike",,,,,"12","null","R","R","L","LAD","ARI","S","null","null",1,1,2017,"0.0417","2.0881","0.1290","4.0280","null","null","null",1,5,"Top","null","null",,,518735,,"170415_034633",,,,,,,"3.3010","1.5040","null","null","null","92.9410","2325","6.1450",490240,477132,518735,408236,523253,457759,608369,592808,592626,624577,"54.3488","0.000","0.000","null","null","null","null"
"SL","2017-04-14","89.4","1.0367","6.4832","Clayton Kershaw",605113,477132,"null","swinging_strike",,,,,"11","null","R","R","L","LAD","ARI","S","null","null",1,0,2017,"0.4561","1.2954","-1.3439","2.7229","null","null","null",1,5,"Top","null","null",,,518735,,"170415_034608",,,,,,,"3.3010","1.5040","null","null","null","89.5470","2487","6.3080",490240,477132,518735,408236,523253,457759,608369,592808,592626,624577,"54.1903","0.000","0.000","null","null","null","null"
"SL","2017-04-14","88.2","0.9188","6.6841","Clayton Kershaw",605113,477132,"null","ball",,,,,"13","null","R","R","L","LAD","ARI","B","null","null",0,0,2017,"0.6284","1.1133","-1.1163","1.7299","null","null","null",1,5,"Top","null","null",,,518735,,"170415_034556",,,,,,,"3.6760","1.5040","null","null","null","87.7730","2423","5.8730",490240,477132,518735,408236,523253,457759,608369,592808,592626,624577,"54.6282","0.000","0.000","null","null","null","null"
"FF","2017-04-14","93.3","1.1192","6.3386","Clayton Kershaw",518614,477132,"strikeout","swinging_strike",,,,,"5","Daniel Descalso strikes out swinging.  ","R","L","L","LAD","ARI","S","null","null",1,2,2017,"-0.1286","2.1949","0.0854","2.5337","null","null","null",0,5,"Top","null","null",,,518735,,"170415_034518",,,,,,,"3.3010","1.5040","null","null","null","92.8690","2313","6.1420",490240,477132,518735,408236,523253,457759,608369,592808,592626,624577,"54.3625","0.000","0.000","0.00",1,0,0
"SL","2017-04-14","86.1","1.2419","6.4761","Clayton Kershaw",518614,477132,"null","ball",,,,,"13","null","R","L","L","LAD","ARI","B","null","null",0,2,2017,"0.3115","0.4198","-1.2757","0.9047","null","null","null",0,5,"Top","null","null",,,518735,,"170415_034459",,,,,,,"3.3010","1.5040","null","null","null","85.3440","2644","5.6410",490240,477132,518735,408236,523253,457759,608369,592808,592626,624577,"54.8604","0.000","0.000","null","null","null","null"
"SL","2017-04-14","86.1","1.3669","6.5142","Clayton Kershaw",518614,477132,"null","swinging_strike",,,,,"13","null","R","L","L","LAD","ARI","S","null","null",0,1,2017,"0.1166","0.3889","-1.2627","0.8211","null","null","null",0,5,"Top","null","null",,,518735,,"170415_034435",,,,,,,"3.3010","1.5040","null","null","null","85.1830","null","5.5690",490240,477132,518735,408236,523253,457759,608369,592808,592626,624577,"54.9325","0.000","0.000","null","null","null","null"
"FF","2017-04-14","92.9","1.1888","6.4853","Clayton Kershaw",518614,477132,"null","called_strike",,,,,"7","null","R","L","L","LAD","ARI","S","null","null",0,0,2017,"-0.4039","1.9140","-0.3060","2.0719","null","null","null",0,5,"Top","null","null",,,518735,,"170415_034425",,,,,,,"3.6762","1.5043","null","null","null","92.4140","2257","6.0880",490240,477132,518735,408236,523253,457759,608369,592808,592626,624577,"54.4133","0.000","0.000","null","null","null","null"
"SL","2017-04-14","90.5","0.7535","6.6381","Clayton Kershaw",592273,477132,"field_out","hit_into_play",,,,,"7","Brandon Drury grounds out, third baseman Justin Turner to first baseman Adrian Gonzalez.  ","R","R","L","LAD","ARI","X","5","ground_ball",1,1,2017,"0.1794","1.5494","-0.6876","1.8857","572008.00","502671.00","null",2,4,"Top","111.74","175.24",,,"null",,"170415_032933",,,,,,,"3.4838","1.5973","null","83.0","-21.0000","null","2505","5.7390",490240,"null","null","null","null","null","null","null","null","null","54.7627","0.075","0.069","0.00",1,0,0
"FF","2017-04-14","94.0","1.0492","6.5065","Clayton Kershaw",592273,477132,"null","ball",,,,,"12","null","R","R","L","LAD","ARI","B","null","null",0,1,2017,"-0.2004","2.2747","1.5223","3.1396","572008.00","502671.00","null",2,4,"Top","null","null",,,518735,,"170415_032907",,,,,,,"3.4121","1.6610","null","null","null","93.1980","2367","6.2230",490240,477132,518735,408236,523253,457759,608369,592808,592626,624577,"54.2784","0.000","0.000","null","null","null","null"
"FF","2017-04-14","94.3","0.7996","6.4864","Clayton Kershaw",592273,477132,"null","called_strike",,,,,"6","null","R","R","L","LAD","ARI","S","null","null",0,0,2017,"-0.2762","2.0910","0.6494","2.5152","572008.00","502671.00","null",2,4,"Top","null","null",,,518735,,"170415_032838",,,,,,,"3.3484","1.5974","null","null","null","93.4420","2375","6.1890",490240,477132,518735,408236,523253,457759,608369,592808,592626,624577,"54.3123","0.000","0.000","null","null","null","null"
"FF","2017-04-14","93.9","0.9796","6.4429","Clayton Kershaw",630111,477132,"strikeout","called_strike",,,,,"14","Yasmany Tomas called out on strikes.  ","R","R","L","LAD","ARI","S","null","null",1,2,2017,"-0.2303","2.0717","0.8454","2.1669","572008.00","502671.00","null",1,4,"Top","null","null",,,518735,,"170415_032752",,,,,,,"3.3157","1.6253","null","null","null","93.0390","2349","6.1420",490240,477132,518735,408236,523253,457759,608369,592808,592626,624577,"54.3596","0.000","0.000","0.00",1,0,0
"CU","2017-04-14","75.8","0.3945","6.6428","Clayton Kershaw",630111,477132,"null","ball",,,,,"13","null","R","R","L","LAD","ARI","B","null","null",0,2,2017,"-0.3135","-0.9379","-0.1147","-2.7106","null","572008.00","502671.00",1,4,"Top","null","null",,,518735,,"170415_032700",,,,,,,"3.3316","1.6412","null","null","null","74.1530","2520","5.7670",490240,477132,518735,408236,523253,457759,608369,592808,592626,624577,"54.7345","0.000","0.000","null","null","null","null"
"CU","2017-04-14","74.2","0.5303","6.6729","Clayton Kershaw",630111,477132,"null","foul",,,,,"7","null","R","R","L","LAD","ARI","S","null","null",0,1,2017,"-0.1361","-0.9748","-0.5807","2.0289","null","572008.00","502671.00",1,4,"Top","null","null",,,518735,,"170415_032531",,,,,,,"3.5228","1.5855","null","null","null","72.3340","2484","5.4410",490240,477132,518735,408236,523253,457759,608369,592808,592626,624577,"55.0603","0.000","0.000","null","null","null","null"
"SL","2017-04-14","89.7","0.7720","6.5423","Clayton Kershaw",630111,477132,"null","called_strike",,,,,"7","null","R","R","L","LAD","ARI","S","null","null",0,0,2017,"0.0724","1.3499","-0.3624","2.1554","null","572008.00","502671.00",1,4,"Top","null","null",,,518735,,"170415_032508",,,,,,,"3.3157","1.6492","null","null","null","88.6300","2327","5.9280",490240,477132,518735,408236,523253,457759,608369,592808,592626,624577,"54.5729","0.000","0.000","null","null","null","null"
"SL","2017-04-14","90.2","0.8638","6.3617","Clayton Kershaw",502671,477132,"walk","ball",,,,,"14","Paul Goldschmidt walks.   Chris Owings to 2nd.  ","R","R","L","LAD","ARI","B","null","null",3,2,2017,"0.0712","1.2628","1.5841","0.3292","null","null","572008.00",1,4,"Top","null","null",,,518735,,"170415_032408",,,,,,,"3.2679","1.6492","null","null","null","88.8960","2452","5.7820",490240,477132,518735,408236,523253,457759,608369,592808,592626,624577,"54.7197","0.000","0.000","0.70",1,0,0
"SL","2017-04-14","89.9","0.9471","6.4832","Clayton Kershaw",502671,477132,"null","swinging_strike",,,,,"8","null","R","R","L","LAD","ARI","S","null","null",3,1,2017,"0.2930","1.2015","0.1870","1.4662","null","null","572008.00",1,4,"Top","null","null",,,518735,,"170415_032333",,,,,,,"3.6263","1.5775","null","null","null","88.9140","2556","5.7910",490240,477132,518735,408236,523253,457759,608369,592808,592626,624577,"54.7105","0.000","0.000","null","null","null","null"
"SL","2017-04-14","91.0","0.8271","6.4832","Clayton Kershaw",502671,477132,"null","blocked_ball",,,,,"13","null","R","R","L","LAD","ARI","B","null","null",2,1,2017,"0.2049","1.3194","-0.9555","0.6854","null","null","572008.00",1,4,"Top","null","null",,,518735,,"170415_032233",,,,,,,"3.4192","1.6492","null","null","null","90.4730","2431","6.0550",490240,477132,518735,408236,523253,457759,608369,592808,592626,624577,"54.4463","0.000","0.000","null","null","null","null"
"FF","2017-04-14","93.2","0.8090","6.4663","Clayton Kershaw",502671,477132,"null","ball",,,,,"12","null","R","R","L","LAD","ARI","B","null","null",1,1,2017,"-0.2780","2.3038","1.3698","2.6164","null","null","572008.00",1,4,"Top","null","null",,,518735,,"170415_032201",,,,,,,"3.4511","1.7209","null","null","null","92.7890","2431","6.3500",490240,477132,518735,408236,523253,457759,608369,592808,592626,624577,"54.1512","0.000","0.000","null","null","null","null"
"FF","2017-04-14","92.7","0.7752","6.5004","Clayton Kershaw",502671,477132,"null","ball",,,,,"12","null","R","R","L","LAD","ARI","B","null","null",0,1,2017,"-0.2490","2.3252","1.2247","3.1700","null","null","572008.00",1,4,"Top","null","null",,,518735,,"170415_032129",,,,,,,"3.4750","1.7448","null","null","null","92.0760","2371","6.2610",490240,477132,518735,408236,523253,457759,608369,592808,592626,624577,"54.2399","0.000","0.000","null","null","null","null"
"SL","2017-04-14","89.7","0.9182","6.5134","Clayton Kershaw",502671,477132,"null","foul",,,,,"5","null","R","R","L","LAD","ARI","S","null","null",0,0,2017,"0.4736","1.8119","-0.2409","2.6889","null","null","572008.00",1,4,"Top","null","null",,,518735,,"170415_032050",,,,,,,"3.5228","1.5297","null","null","null","88.8300","2433","6.0430",490240,477132,518735,408236,523253,457759,608369,592808,592626,624577,"54.4581","0.000","0.000","null","null","null","null"
"FF","2017-04-14","92.6","1.1506","6.3686","Clayton Kershaw",572008,477132,"single","hit_into_play_no_out",,,,,"3","Chris Owings singles on a sharp ground ball to center fielder Joc Pederson.  ","R","R","L","LAD","ARI","X","null","ground_ball",0,1,2017,"-0.6772","2.0313","0.3097","2.7215","null","null","null",1,4,"Top","123.40","157.46",,,518735,,"170415_032004",,,,,,,"3.2143","1.4327","109","101.3","5.5350","91.5230","2348","6.0970",490240,477132,518735,408236,523253,457759,608369,592808,592626,624577,"54.4045","0.634","0.598","0.90",1,1,0
"SL","2017-04-14","89.1","1.0907","6.5603","Clayton Kershaw",572008,477132,"null","called_strike",,,,,"8","null","R","R","L","LAD","ARI","S","null","null",0,0,2017,"0.8176","1.6709","-0.1544","1.4046","null","null","null",1,4,"Top","null","null",,,518735,,"170415_031951",,,,,,,"3.0470","1.4088","null","null","null","87.4720","2380","5.7080",490240,477132,518735,408236,523253,457759,608369,592808,592626,624577,"54.7930","0.000","0.000","null","null","null","null"
"SL","2017-04-14","86.1","1.1534","6.5622","Clayton Kershaw",572041,477132,"field_out","hit_into_play",,,,,"3","A.  J.   Pollock flies out to right fielder Yasiel Puig.  ","R","R","L","LAD","ARI","X","9","fly_ball",0,1,2017,"-0.6483","2.1272","0.4883","2.7054","null","null","null",0,4,"Top","170.25","68.19",,,518735,,"170415_031906",,,,,,,"3.0535","1.4220","328","89.4","32.4740","84.9310","2086","5.8480",490240,477132,518735,408236,523253,457759,608369,592808,592626,624577,"54.6527","0.053","0.079","0.00",1,0,0
"FF","2017-04-14","92.1","1.0469","6.4872","Clayton Kershaw",572041,477132,"null","called_strike",,,,,"12","null","R","R","L","LAD","ARI","S","null","null",0,0,2017,"0.0818","2.1338","0.8527","2.3514","null","null","null",0,4,"Top","null","null",,,518735,,"170415_031846",,,,,,,"3.0375","1.4857","null","null","null","91.0930","2269","6.0630",490240,477132,518735,408236,523253,457759,608369,592808,592626,624577,"54.4384","0.000","0.000","null","null","null","null"
"FF","2017-04-14","95.3","1.0548","6.3214","Clayton Kershaw",425844,477132,"strikeout","called_strike",,,,,"4","Zack Greinke called out on strikes.  ","R","R","L","LAD","ARI","S","null","null",2,2,2017,"0.0217","1.9633","-0.5168","2.0765","null","null","null",2,3,"Top","null","null",,,518735,,"170415_025728",,,,,,,"3.1254","1.4858","null","null","null","95.0310","2261","6.3130",490240,477132,518735,408236,523253,457759,608369,592808,592626,624577,"54.1877","0.000","0.000","0.00",1,0,0
"SL","2017-04-14","90.0","0.9819","6.5205","Clayton Kershaw",425844,477132,"null","ball",,,,,"13","null","R","R","L","LAD","ARI","B","null","null",1,2,2017,"0.2288","0.9163","-1.2868","0.9568","null","null","null",2,3,"Top","null","null",,,518735,,"170415_025708",,,,,,,"3.2449","1.5496","null","null","null","89.2980","2485","5.8810",490240,477132,518735,408236,523253,457759,608369,592808,592626,624577,"54.6205","0.000","0.000","null","null","null","null"
"FF","2017-04-14","95.3","1.0246","6.3578","Clayton Kershaw",425844,477132,"null","ball",,,,,"14","null","R","R","L","LAD","ARI","B","null","null",0,2,2017,"-0.2969","2.1002","0.4028","1.3049","null","null","null",2,3,"Top","null","null",,,518735,,"170415_025645",,,,,,,"3.1174","1.5017","null","null","null","94.6100","2381","6.2590",490240,477132,518735,408236,523253,457759,608369,592808,592626,624577,"54.2418","0.000","0.000","null","null","null","null"
"SL","2017-04-14","90.2","1.0159","6.4872","Clayton Kershaw",425844,477132,"null","swinging_strike",,,,,"7","null","R","R","L","LAD","ARI","S","null","null",0,1,2017,"0.3237","0.9712","-0.4537","1.8512","null","null","null",2,3,"Top","null","null",,,518735,,"170415_025620",,,,,,,"3.2767","1.5336","null","null","null","89.6650","2377","6.0070",490240,477132,518735,408236,523253,457759,608369,592808,592626,624577,"54.4942","0.000","0.000","null","null","null","null"
"FF","2017-04-14","94.5","1.0638","6.4044","Clayton Kershaw",425844,477132,"null","called_strike",,,,,"5","null","R","R","L","LAD","ARI","S","null","null",0,0,2017,"-0.0830","2.1282","-0.2457","2.6616","null","null","null",2,3,"Top","null","null",,,518735,,"170415_025607",,,,,,,"3.4599","1.6053","null","null","null","93.8650","2224","6.1850",490240,477132,518735,408236,523253,457759,608369,592808,592626,624577,"54.3161","0.000","0.000","null","null","null","null"
"SL","2017-04-14","89.5","1.0602","6.5189","Clayton Kershaw",425772,477132,"field_out","hit_into_play",,,,,"4","Jeff Mathis lines out to left fielder Andrew Toles.  ","R","R","L","LAD","ARI","X","7","line_drive",1,0,2017,"0.2817","1.0114","-0.4327","2.2964","null","null","null",1,3,"Top","49.56","87.80",,,518735,,"170415_025521",,,,,,,"3.0772","1.4717","319","95.4","18.2200","88.6780","2397","5.6890",490240,477132,518735,408236,523253,457759,608369,592808,592626,624577,"54.8119","0.406","0.459","0.00",1,0,0
"SL","2017-04-14","90.2","0.9324","6.4932","Clayton Kershaw",425772,477132,"null","ball",,,,,"13","null","R","R","L","LAD","ARI","B","null","null",0,0,2017,"0.3433","1.2607","-0.2790","0.5711","null","null","null",1,3,"Top","null","null",,,518735,,"170415_025507",,,,,,,"2.9338","1.5035","null","null","null","89.5440","2416","5.9080",490240,477132,518735,408236,523253,457759,608369,592808,592626,624577,"54.5929","0.000","0.000","null","null","null","null"
"FF","2017-04-14","94.3","1.0265","6.4140","Clayton Kershaw",605113,477132,"strikeout","called_strike",,,,,"9","Nick Ahmed called out on strikes.  ","R","R","L","LAD","ARI","S","null","null",0,2,2017,"-0.2465","2.0026","0.7199","1.6515","null","null","null",0,3,"Top","null","null",,,518735,,"170415_025430",,,,,,,"3.0696","1.5416","null","null","null","93.6680","2305","6.1490",490240,477132,518735,408236,523253,457759,608369,592808,592626,624577,"54.3517","0.000","0.000","0.00",1,0,0
"CU","2017-04-14","73.8","0.6958","6.6302","Clayton Kershaw",605113,477132,"null","called_strike",,,,,"8","null","R","R","L","LAD","ARI","S","null","null",0,1,2017,"0.1682","-1.2491","0.1454","1.8041","null","null","null",0,3,"Top","null","null",,,518735,,"170415_025412",,,,,,,"3.1334","1.4300","null","null","null","72.0310","2317","5.4870",490240,477132,518735,408236,523253,457759,608369,592808,592626,624577,"55.0142","0.000","0.000","null","null","null","null"
"FF","2017-04-14","93.3","1.0632","6.4382","Clayton Kershaw",605113,477132,"null","called_strike",,,,,"2","null","R","R","L","LAD","ARI","S","null","null",0,0,2017,"0.1075","2.0644","-0.0649","2.8327","null","null","null",0,3,"Top","null","null",,,518735,,"170415_025357",,,,,,,"3.1254","1.4938","null","null","null","92.9880","2221","6.2730",490240,477132,518735,408236,523253,457759,608369,592808,592626,624577,"54.2282","0.000","0.000","null","null","null","null"
"SL","2017-04-14","88.3","1.2770","6.5131","Clayton Kershaw",518614,477132,"field_out","hit_into_play",,,,,"4","Daniel Descalso flies out to left fielder Andrew Toles.  ","R","L","L","LAD","ARI","X","7","fly_ball",0,1,2017,"0.4636","0.5583","-0.3124","2.3519","null","null","null",2,2,"Top","59.30","79.46",,,518735,,"170415_023143",,,,,,,"2.9833","1.3052","324","91.0","31.7350","87.6720","2445","5.7580",490240,477132,518735,408236,523253,457759,608369,592808,592626,624577,"54.7429","0.084","0.132","0.00",1,0,0
"FF","2017-04-14","92.9","1.1581","6.3690","Clayton Kershaw",518614,477132,"null","called_strike",,,,,"7","null","R","L","L","LAD","ARI","S","null","null",0,0,2017,"0.1079","1.9060","-0.3452","1.4958","null","null","null",2,2,"Top","null","null",,,518735,,"170415_023131",,,,,,,"2.9992","1.4805","null","null","null","92.3810","2284","6.1340",490240,477132,518735,408236,523253,457759,608369,592808,592626,624577,"54.3673","0.000","0.000","null","null","null","null"
"SL","2017-04-14","91.0","0.9851","6.5344","Clayton Kershaw",592273,477132,"field_out","hit_into_play",,,,,"8","Brandon Drury grounds out, shortstop Corey Seager to first baseman Adrian Gonzalez.  ","R","R","L","LAD","ARI","X","6","ground_ball",2,2,2017,"0.0516","1.7110","0.2265","2.0402","null","null","null",1,2,"Top","125.26","201.26",,,518735,,"170415_023054",,,,,,,"3.5635","1.5974","8","94.5","-17.8050","90.1840","2493","5.8270",490240,477132,518735,408236,523253,457759,608369,592808,592626,624577,"54.6745","0.154","0.142","0.00",1,0,0
"FF","2017-04-14","93.8","1.0397","6.4307","Clayton Kershaw",592273,477132,"null","foul",,,,,"14","null","R","R","L","LAD","ARI","S","null","null",2,2,2017,"-0.4178","2.2596","0.9336","2.3159","null","null","null",1,2,"Top","null","null",,,518735,,"170415_023026",,,,,,,"3.5555","1.5575","null","null","null","92.7870","2439","6.1450",490240,477132,518735,408236,523253,457759,608369,592808,592626,624577,"54.3565","0.000","0.000","null","null","null","null"
"FF","2017-04-14","93.9","1.0225","6.4325","Clayton Kershaw",592273,477132,"null","foul",,,,,"4","null","R","R","L","LAD","ARI","S","null","null",2,1,2017,"-0.1912","2.3446","-0.6779","2.3752","null","null","null",1,2,"Top","null","null",,,518735,,"170415_022927",,,,,,,"3.3723","1.5256","null","null","null","93.3140","2373","6.2080",490240,477132,518735,408236,523253,457759,608369,592808,592626,624577,"54.2935","0.000","0.000","null","null","null","null"
"SL","2017-04-14","89.8","1.1945","6.4349","Clayton Kershaw",592273,477132,"null","ball",,,,,"12","null","R","R","L","LAD","ARI","B","null","null",1,1,2017,"0.0281","1.4495","1.4713","3.1018","null","null","null",1,2,"Top","null","null",,,518735,,"170415_022914",,,,,,,"3.3723","1.7089","null","null","null","89.3720","2484","5.9480",490240,477132,518735,408236,523253,457759,608369,592808,592626,624577,"54.5533","0.000","0.000","null","null","null","null"
"SL","2017-04-14","86.7","1.0275","6.5047","Clayton Kershaw",592273,477132,"null","ball",,,,,"12","null","R","R","L","LAD","ARI","B","null","null",0,1,2017,"-0.7113","1.8884","1.2242","2.7451","null","null","null",1,2,"Top","null","null",,,518735,,"170415_022857",,,,,,,"3.3723","1.6770","null","null","null","85.6630","2191","5.8760",490240,477132,518735,408236,523253,457759,608369,592808,592626,624577,"54.6249","0.000","0.000","null","null","null","null"
"FF","2017-04-14","93.7","1.1060","6.4316","Clayton Kershaw",592273,477132,"null","called_strike",,,,,"7","null","R","R","L","LAD","ARI","S","null","null",0,0,2017,"-0.1168","2.1462","-0.8113","2.0475","null","null","null",1,2,"Top","null","null",,,518735,,"170415_022834",,,,,,,"3.3803","1.6452","null","null","null","93.3260","2364","6.3610",490240,477132,518735,408236,523253,457759,608369,592808,592626,624577,"54.1400","0.000","0.000","null","null","null","null"
"CU","2017-04-14","73.3","0.7012","6.5836","Clayton Kershaw",630111,477132,"field_out","hit_into_play",,,,,"5","Yasmany Tomas lines out to center fielder Joc Pederson.  ","R","R","L","LAD","ARI","X","8","line_drive",2,2,2017,"0.1907","-1.0747","0.2184","2.5402","null","null","null",0,2,"Top","103.60","56.35",,,518735,,"170415_022757",,,,,,,"3.4670","1.5890","343","97.2","19.1160","71.7120","2508","5.4830",490240,477132,518735,408236,523253,457759,608369,592808,592626,624577,"55.0180","0.390","0.476","0.00",1,0,0
"null","2017-04-14","null","null","null","Clayton Kershaw",630111,477132,"null","foul",,,,,"null","null","R","R","L","LAD","ARI","S","null","null",2,1,2017,"null","null","null","null","null","null","null",0,2,"Top","null","null",,,518735,,"170415_022726",,,,,,,"3.4670","1.5890","null","null","null","null","null","null",490240,477132,518735,408236,523253,457759,608369,592808,592626,624577,"null","0.000","0.000","null","null","null","null"
"CU","2017-04-14","72.8","0.7118","6.6222","Clayton Kershaw",630111,477132,"null","ball",,,,,"13","null","R","R","L","LAD","ARI","B","null","null",1,1,2017,"-0.0971","-1.0979","-0.0602","0.3702","null","null","null",0,2,"Top","null","null",,,"null",,"170415_050343",,,,,,,"3.3723","1.5894","null","null","null","71.4540","2607","5.6150",490240,"null","null","null","null","null","null","null","null","null","54.8857","0.000","0.000","null","null","null","null"
"SL","2017-04-14","89.6","1.1447","6.5153","Clayton Kershaw",630111,477132,"null","foul",,,,,"8","null","R","R","L","LAD","ARI","S","null","null",1,0,2017,"0.0964","1.7466","0.2039","1.5458","null","null","null",0,2,"Top","null","null",,,"null",,"170415_022635",,,,,,,"3.4039","1.5495","null","null","null","89.1560","2319","5.9980",490240,"null","null","null","null","null","null","null","null","null","54.5029","0.000","0.000","null","null","null","null"
"SL","2017-04-14","85.4","1.1921","6.6816","Clayton Kershaw",630111,477132,"null","ball",,,,,"7","null","R","R","L","LAD","ARI","B","null","null",0,0,2017,"-0.2092","2.2485","-0.4265","1.7863","null","null","null",0,2,"Top","null","null",,,"null",,"170415_022431",,,,,,,"3.4670","1.5890","null","null","null","84.9200","2124","6.1340",490240,"null","null","null","null","null","null","null","null","null","54.3667","0.000","0.000","null","null","null","null"
"FF","2017-04-14","93.9","0.9401","6.3803","Clayton Kershaw",502671,477132,"field_out","hit_into_play",,,,,"3","Paul Goldschmidt flies out to center fielder Joc Pederson.  ","R","R","L","LAD","ARI","X","8","fly_ball",1,2,2017,"-0.1480","2.0580","0.3602","2.9901","null","null","null",2,1,"Top","90.75","65.65",,,518735,,"170415_021408",,,,,,,"3.4113","1.5616","328","96.6","41.4230","93.1500","2427","6.0730",490240,477132,518735,408236,523253,457759,608369,592808,592626,624577,"54.4284","0.069","0.125","0.00",1,0,0
"SL","2017-04-14","90.3","1.0303","6.4332","Clayton Kershaw",502671,477132,"null","swinging_strike",,,,,"6","null","R","R","L","LAD","ARI","S","null","null",1,1,2017,"0.4492","1.5802","0.6115","2.5153","null","null","null",2,1,"Top","null","null",,,518735,,"170415_021352",,,,,,,"3.4511","1.6014","null","null","null","89.8280","2399","6.0340",490240,477132,518735,408236,523253,457759,608369,592808,592626,624577,"54.4670","0.000","0.000","null","null","null","null"
"SL","2017-04-14","90.4","1.1123","6.4426","Clayton Kershaw",502671,477132,"null","called_strike",,,,,"9","null","R","R","L","LAD","ARI","S","null","null",1,0,2017,"0.4563","1.2899","0.6294","1.7546","null","null","null",2,1,"Top","null","null",,,518735,,"170415_021326",,,,,,,"3.4351","1.4500","null","null","null","89.6350","2486","5.9230",490240,477132,518735,408236,523253,457759,608369,592808,592626,624577,"54.5785","0.000","0.000","null","null","null","null"
"FF","2017-04-14","93.1","1.0393","6.4247","Clayton Kershaw",502671,477132,"null","ball",,,,,"14","null","R","R","L","LAD","ARI","B","null","null",0,0,2017,"-0.0994","2.0342","1.4297","2.2682","null","null","null",2,1,"Top","null","null",,,518735,,"170415_021313",,,,,,,"3.4033","1.6412","null","null","null","92.8360","2253","6.3230",490240,477132,518735,408236,523253,457759,608369,592808,592626,624577,"54.1784","0.000","0.000","null","null","null","null"
"CU","2017-04-14","73.4","0.7674","6.5568","Clayton Kershaw",572008,477132,"field_out","hit_into_play",,,,,"5","Chris Owings lines out to right fielder Yasiel Puig.  ","R","R","L","LAD","ARI","X","9","line_drive",0,1,2017,"0.1623","-1.1981","0.1624","1.9122","null","null","null",1,1,"Top","182.42","92.33",,,518735,,"170415_021231",,,,,,,"2.9833","1.3211","287","92.2","18.3030","72.2860","2367","5.6900",490240,477132,518735,408236,523253,457759,608369,592808,592626,624577,"54.8111","0.445","0.469","0.00",1,0,0
"FF","2017-04-14","93.9","1.2152","6.4139","Clayton Kershaw",572008,477132,"null","called_strike",,,,,"5","null","R","R","L","LAD","ARI","S","null","null",0,0,2017,"-0.2386","1.7794","0.2092","2.2075","null","null","null",1,1,"Top","null","null",,,518735,,"170415_021218",,,,,,,"3.0151","1.4407","null","null","null","93.5700","2297","6.3350",490240,477132,518735,408236,523253,457759,608369,592808,592626,624577,"54.1663","0.000","0.000","null","null","null","null"
